ml_item_id,sku,produto_id,status,titulo,categoria,tipo_atual,prazo_atual,origem_comprovada,prazo_proposto,unidade,fonte,evidencia_em,pendencia,acao,doze_meses_sem_evidencia,observado_em
MLB7149339046,VTK002811,2b374f9d-9a0c-43b5-b864-6ce22deccaae,active,Pilha Alcalina Panasonic Premium Aa - Ct C/04 Unidades,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.435Z
MLB4857636771,VTK001691,edf2eedd-27da-43c4-b064-c558bd55de66,active,"Plug Rca Niquelado Com Mola 3fx 5,8mm Vemelho Genérico Storm",MLB38172,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.436Z
MLB4857637127,VTK011995,9e3409f7-35cb-4c72-b2fe-d0b55337a193,active,Capotraste Para Guitarra Custom Sound Ct-3-bk Preto,MLB271125,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.598Z
MLB4857624519,VTK003773,bd9749fa-ae2f-49b4-ba56-9c2e6d168910,active,"Pilha Botão Alcalina 1,5v Lr44 (c/4 Pilhas) Duracell",MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.605Z
MLB4857624415,VTK012252,4db765ed-50b2-4bb2-a6ac-ec9521f7efe7,active,Estanho Em Fio Para Solda Mx-072 Box Mxt,MLB48567,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.755Z
MLB4857624879,VTK003667,b11e1640-eb62-4d35-a876-eb23c63011f6,active,Encordoamento Para Violão Nylon Leve Com Bolinha São Gonçalo,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.600Z
MLB4880590825,VTK012240,d98c5096-e7d7-43bf-8e2c-6159342d9892,active,Bateria 9v Alcalina Com Lanterna Elgin - Blister C/1 Unidade,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.916Z
MLB4857636813,VTK002315,2b07d3ed-fc76-4017-913b-1d76233d611f,active,Adaptador Displayport Para Vga 15cm Adap0044 Branco Storm,MLB195961,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.918Z
MLB4857624361,VTK012231,947feb7d-9c1a-4bfd-af67-66fad4a3c273,active,Porta Palheta Pro Fire Pct C/10 Unidades,MLB45712,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.916Z
MLB4857636927,VTK012182,be7e2e93-189d-4e08-a830-8f73121fab2f,active,Encordoamento Violão R-53a Nylon Preto Dourada Rouxinol,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:18.914Z
MLB4857637203,VTK012068,3b3cc493-b6ed-42b6-ba1b-25408508244f,active,5 Baterias Cr2430 Elgin Litio,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.079Z
MLB4857624629,VTK001743,6edc162d-57d6-4e9b-8198-2e09eabcf984,active,Encordoamento Para Violão Nylon Preto São Gonçalo,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.072Z
MLB4857624853,VTK002811,2b374f9d-9a0c-43b5-b864-6ce22deccaae,active,"Pilha Alcalina 1,5v Aa Lr6 Premium (c/4 Pilhas) Panasonic",MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.076Z
MLB7160228674,VTK001488,dc2539a2-14f5-4634-808a-815d98cdc031,active,Encordoamento Giannini Cavaquinho Niquel Tensão Pesada Gescp,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.081Z
MLB4772728309,VTK009668,cb1b5695-07bb-4f39-9a54-ca107a73d162,active,"Fonte De Alimentação Bivolt 9v 0,5a Ma 9500 Microdigital",MLB38210,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:19.394Z
MLB4880590849,VTK012051,ae02de58-27ae-41e6-8e66-77a40b30fa42,active,Pilha Botão Elgin Para Aparelho Auditivo Pr70  Pack Com 6 Unidades,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.241Z
MLB4786766717,VTK009689,032e96b7-ca58-47d0-94b2-dfeed044893a,active,Encordoamento Violão Aço 011 Phosphor Bronze 203sl Thomaz,MLB278076,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:19.246Z
MLB4857636735,VTK012492,775a7672-36e1-4948-bab5-f51535ab5469,active,Cabo Hdmi 2.0 4k Ultra Hd 3d - Dourado 3m Mxt,MLB431813,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.243Z
MLB4857624541,VTK000256,ad1058eb-c3c2-4fcc-8715-82fe5f27ffe8,active,"Cabo Adaptador Usb Para Serial Rs-232 0,8m Storm",MLB38594,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.558Z
MLB4880561619,VTK012334,e357e606-283c-4812-8b34-5be9b4889884,active,Palheta De Clarinete Bb Tradicional Vandoren 2 1/2,MLB278096,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.557Z
MLB7184612180,VTK016138,324519d7-c7fa-4269-a75c-01020ae4b81c,active,4 Pilhas Alcalinas Aaa Panasonic 2 Cart,MLB7060,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:19.560Z
MLB4857636795,VTK000230,71950949-41ec-4ed4-863c-e720a23e6082,active,Pilha Moeda Lithium 3v Cr2032 (c/5 Pilhas) Panasonic,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.558Z
MLB4894821149,VTK016093,76d759fb-35ec-4956-9c68-f4067a5b5653,active,Bateria Moeda Cr2032 3v Panasonic 3 Unidades,MLB7060,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:19.722Z
MLB4857624759,VTK003651,7ee28b9c-2129-469a-b2f1-352e4ceb931e,active,Encordoamento Para Violão Aço .010 Leve São Gonçalo,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.719Z
MLB4857636911,VTK012051,ae02de58-27ae-41e6-8e66-77a40b30fa42,active,Bateria Para Aparelho Auditivo 10/230 Pr70 Elgin 06 Unidades,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.719Z
MLB4857624557,VTK001488,dc2539a2-14f5-4634-808a-815d98cdc031,active,Encordoamento Para Cavaco Aço Pesada Série Cobra Gescp,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.718Z
MLB4772971361,VTK009689,032e96b7-ca58-47d0-94b2-dfeed044893a,active,Encordoamento Violão Aço 011 Phosphor Bronze 203sl Thomaz,MLB278076,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:19.899Z
MLB4857624377,VTK001841,65c91c1d-2afc-4159-97f4-dd05358ed9c8,active,Plug Bnc Com Kre Cbnc0003 Genérico - Dez / 10 Storm,MLB38172,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.902Z
MLB4857636913,VTK012240,d98c5096-e7d7-43bf-8e2c-6159342d9892,active,Bateria 9v Alcalina Com Lanterna Elgin,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:19.903Z
MLB4880561115,VTK012563,fce5a2b7-f101-4dff-b918-19d9591dc0d2,active,"Cera Grand Prix Para Carro Com Silicone, 200g",MLB263726,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.052Z
MLB4857637017,VTK012175,1920e2f5-c0b0-406d-9fc1-e5a336406b4a,active,"Cabo Hdmi 2.0 4k Ultra Hd 3d - Dourado 1,8m Mxt",MLB431813,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.207Z
MLB4857624957,VTK012084,37675a14-72d3-485e-bea1-8ee8b3fc7ccb,active,4 Pilhas Alcalinas Aa Rayovac,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.210Z
MLB4903510273,VTK016004,14a08576-8ce2-4748-a18d-234205bdfcf7,active,16 Pilhas Comum Aa Panasonic (4 Cart),MLB7060,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:20.211Z
MLB7111710806,VTK012334,e357e606-283c-4812-8b34-5be9b4889884,active,Palheta Tradicional 2 P/clarinete Sib Cr102 Vandoren Un,MLB278096,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.209Z
MLB4857636683,VTK012030,9d9441ff-f623-4c3c-8a17-f6c87b6476e6,active,Pilha Alcalina Aaa6 Rayovac Cartela Com 06 Unidades,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.372Z
MLB4857624341,VTK000268,bf084917-3713-456a-9a60-f7aef0d340dc,active,Plug Rca Macho 6/7mm Com Mola 3fxa Tarja Vermelha Genérico,MLB38172,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.371Z
MLB7111713032,VTK012106,17350f4f-ebc4-4f63-9d5c-22e5764b9548,active,Conector Xlr Femea Linha Vermelho Corpo Metalico Storm 05,MLB420707,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.376Z
MLB4857635919,VTK005769,b1d4720c-82e7-456c-94e6-709067f3f096,active,Chave Anti Vandalismo On/off Preta Storm,MLB243152,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.526Z
MLB4857624323,VTK000175,a70e964c-1c74-467f-8164-db507ae6d324,active,Plug Rca Profissional Pgrc0013 Vermelho Storm - Dez / 10,MLB38172,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.698Z
MLB7149366914,VTK012390,881463f9-9952-4ca4-a143-211d43a6e023,active,Cabo Instrumentos P10 Tweed 3 Metros Dourado Wireconex,MLB72745,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.697Z
MLB7149373372,VTK012789,ba19a10d-4a77-4c46-b101-4c2645c2520d,active,Encordoamento Solez Cavaco Npb 0.032 Slcv Tensão Média,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.698Z
MLB4857624333,VTK002509,15dce143-fc67-4724-ab51-f9fb95020570,active,Plug Rca Macho 6/7mm Com Mola 3fxa Tarja Preta Genérico,MLB420707,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.699Z
MLB4857636589,VTK001623,45a27de3-0b01-418d-a6de-ce9a1b64e775,active,Conector Cannon Fêmea Preto Ys1057a-po Corpo Metálico,MLB420707,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.860Z
MLB7149373408,VTK006357,8ba330fc-f598-46d8-8e74-fc9b71eef332,active,Cordas Para Violão Rouxinol Nylon Tensão Média R-58,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.864Z
MLB7184593016,VTK016196,1dcb8354-b7eb-4cf9-8038-ccd8b55d2160,active,6 Pilhas Alcalinas Aa Panasonic (3 Cart),MLB7060,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:20.904Z
MLB7111650898,VTK012390,881463f9-9952-4ca4-a143-211d43a6e023,active,Cabo Instrumentos P10 Tweed Wci-gg 03 3 Metros Dourado,MLB72745,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:20.855Z
MLB7149366562,VTK012245,466ce87b-f832-4c88-919f-98c1a6fb24b9,active,Pilha Alcalina Philips Aaa Lr03p16bp/59,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.068Z
MLB7157760832,VTK012395,5f1e94b9-4c59-4ff9-a201-44e599d45957,active,"Palheta Vandoren 1,5 Para Sax Alto Tradicional 2210",MLB278096,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.070Z
MLB4857624389,VTK012789,ba19a10d-4a77-4c46-b101-4c2645c2520d,active,Jogo De Cordas P/cavaco Solez Slcv L Npb 0.011 /0.032 ,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.062Z
MLB4880561195,VTK012476,d94d2985-5ac3-49ee-8846-3bc4e349d918,active,Correia Ajustável Basso Bkr1 - Marrom-escuro,MLB72752,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.068Z
MLB4880579709,VTK012610,cef8291c-7c8c-4b27-b0df-f4b67c7a3987,active,"Palheta Nº 1,5 Vandoren Para Sax Soprano Tradicional",MLB278096,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.228Z
MLB4857623645,VTK006357,8ba330fc-f598-46d8-8e74-fc9b71eef332,active,Encordoamento Para Violão .028 Nylon R58 Rouxinol Nig,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.252Z
MLB4857624681,VTK000371,b179ea46-ec83-4af7-8d02-8d175f6867d0,active,Encordoamento Para Viola Caipira 0.11 Em Aço São Gonçalo,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.229Z
MLB7111652224,VTK012245,466ce87b-f832-4c88-919f-98c1a6fb24b9,active,Pilhas Alcalina Philips Aaa Lr03p16bp/59,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.228Z
MLB7111710286,VTK012443,98e8e0ba-25a5-41ef-b487-d493cf74185e,active,"Palheta Tradicional 1,5 P/clarinete Sib Cr1015 Vandoren Un",MLB278096,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.420Z
MLB4880581665,VTK005081,cae48b7c-ea97-4f58-ad51-63c5f757c231,active,Encordoamento Solez Para Violão 010 Bronze Extra Light,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.407Z
MLB4877412775,VTK001860,89e62786-1bd8-4b94-8a36-d3c324f70659,active,Conector Xlr Macho 3 Pinos Azul Genérico - Pct / 5 Azul,MLB420707,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:21.410Z
MLB4772924243,VTK009728,ae2d4aa8-75d3-49ae-b66b-3020ffbd03e2,active,Pele Clear Transparente Para Bateria 10  New York,MLB45629,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:21.568Z
MLB7111713078,VTK012476,d94d2985-5ac3-49ee-8846-3bc4e349d918,active,Correia Ny Marrom Bkr Basso,MLB72752,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.725Z
MLB7111652216,VTK012395,5f1e94b9-4c59-4ff9-a201-44e599d45957,active,"Palheta Tradicional 1,5 P/sax Alto Sr2115 Vandoren Un",MLB278096,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.725Z
MLB7111710242,VTK012610,cef8291c-7c8c-4b27-b0df-f4b67c7a3987,active,"Palheta Tradicional 1,5 Sax Soprano Sr2015 Vandoren",MLB278096,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.727Z
MLB4857624585,VTK003622,33334165-274c-4593-b93c-c9aac927c63c,active,Cabo Hdmi 4k C/ Filtro 3m Cbhm0018 Preto Storm,MLB431813,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.726Z
MLB4880590905,VTK012506,2c6ad869-83a5-4569-9068-4f3c651ea39c,active,Bateria Cr2016 Cart 2 Energizer,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.890Z
MLB7111664344,VTK005081,cae48b7c-ea97-4f58-ad51-63c5f757c231,active,Encordoamento Para Violão Aço .010 Solez Slatb10 Bronze,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.887Z
MLB7111713170,VTK012563,fce5a2b7-f101-4dff-b918-19d9591dc0d2,active,Cera Com Silicone - Carnu 200g - Grand Prix,MLB263726,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:21.887Z
MLB4903670229,VTK016089,a38167a7-7c27-45b3-b99a-dda94e876487,active,28 Pilhas Comum Aa Panasonic (7 Cart),MLB7060,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:12:21.891Z
MLB4857636697,VTK012506,2c6ad869-83a5-4569-9068-4f3c651ea39c,active,Bateria Litio Cr2016 2 Unidades Energizer,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.053Z
MLB4857623587,VTK012532,d55c6a5e-6ec3-48ae-80e2-fbc86ac29511,active,Botão On Off 19mm Prata 220v 3a C/ Led Branco 12v Storm,MLB457437,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.257Z
MLB4857623523,VTK012480,d88ff579-3e9a-4b02-8a35-eef54f78c34b,active,Botão On Off 19mm Prata 220v 3a C/ Led Verde 12v Storm,MLB457437,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.257Z
MLB4857636543,VTK012619,49c33c00-257d-4ec2-adc2-682d377bf166,active,Cabo Hdmi Dvi (24+1) Com Filtro 2m Storm,MLB38186,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.067Z
MLB7149338018,VTK012061,503bfe5e-ee80-4ebd-947e-8c0a27d676fa,active,Bateria De Lítio Cr2450 Elgin Cartela Com 5 Unidades,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.424Z
MLB7111713010,VTK000625,35cee297-8976-4145-b069-6b11b9df7a79,active,Encordoamento Para Viola Tensão Média .011 São Gonçalo,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.426Z
MLB7149373422,VTK000024,338fc988-a76f-4f09-86b7-47af242fad1b,active,Jg Corda Violão Aço Bronze 0.10 Rouxinol R50 Bolinha 1 Extra,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.424Z
MLB7149338150,VTK002676,a7ea855f-eefe-44bd-88be-60048c1e8a7c,active,"Cabo Usb Tipo C Macho Para Usb 3.0 Macho 1,0m Cbus0022 Storm Preto",MLB5080,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.428Z
MLB4880592045,VTK000107,0871d268-f337-4453-a60a-510e73eba00e,active,Encordoamento Sg 6684 Cordas 0.09 P/ Violão Aço Extra Light,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.589Z
MLB4857623643,VTK000024,338fc988-a76f-4f09-86b7-47af242fad1b,active,Encordoamento Para Violão .010 Aço Bronze R50 Rouxinol Nig,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.584Z
MLB4857636727,VTK001497,f40a3ff2-068e-412d-b2af-795ceb4af773,active,Encordoamento Para Violão Em Aço .011 Série Canário,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.586Z
MLB7111712262,VTK012575,386ef160-a766-4d66-a625-2bbf086f33f5,active,Botão On Off 19mm Prata 220v 3a C/ Led Vermelho 12v Storm,MLB457437,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.825Z
MLB4857636833,VTK012061,503bfe5e-ee80-4ebd-947e-8c0a27d676fa,active,5 Baterias Cr2450 Litio Elgin,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.980Z
MLB4857624863,VTK012311,c73a05b7-634b-446f-b539-284b7ea7cee8,active,4 Pilhas Alcalinas Aaa Rayovac,MLB7060,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.986Z
MLB4857636567,VTK002676,a7ea855f-eefe-44bd-88be-60048c1e8a7c,active,"Cabo Usb Tipo C Macho Para Usb 3.0 Macho 1,0m Storm",MLB5080,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.981Z
MLB7149274158,VTK001583,c64ff9e5-fec8-4127-9f30-c910ac6e48de,active,Encordoamento Violão Aço 011 Sg Bronze Custom Light Jg Corda,MLB278076,Garantia de fábrica,3 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,False,2026-09-06T03:12:22.990Z
